I,date,IXIC.Close,BAM
76,4/22/2010,2519.070068,5.5
77,4/23/2010,2530.149902,5.44
78,4/26/2010,2522.949951,5.42
79,4/27/2010,2471.469971,5.55
80,4/28/2010,2471.72998,5.51
81,4/29/2010,2511.919922,5.54
82,4/30/2010,2461.189941,5.61
83,5/3/2010,2498.73999,5.57
84,5/4/2010,2424.25,5.68
85,5/5/2010,2402.290039,5.91
86,5/6/2010,2319.639893,6.26
87,5/7/2010,2265.639893,6.47
88,5/10/2010,2374.669922,6.25
89,5/11/2010,2375.310059,6.34
90,5/12/2010,2425.02002,6.18
91,5/13/2010,2394.360107,6.14
92,5/14/2010,2346.850098,6.33
93,5/17/2010,2354.22998,6.36
94,5/18/2010,2317.26001,6.46
95,5/19/2010,2298.370117,6.59
96,5/20/2010,2204.01001,6.92
97,5/21/2010,2229.040039,7.02
98,5/24/2010,2213.550049,6.97
99,5/25/2010,2210.949951,7.24
100,5/26/2010,2195.879883,7.07
101,5/27/2010,2277.679932,6.88
102,5/28/2010,2257.040039,6.9
103,6/1/2010,2222.330078,7.04
104,6/2/2010,2281.070068,7.04
105,6/3/2010,2303.030029,6.93
106,6/4/2010,2219.169922,7.14
107,6/7/2010,2173.899902,7.18
108,6/8/2010,2170.570068,7.27
109,6/9/2010,2158.850098,7.26
110,6/10/2010,2218.709961,7.19
111,6/11/2010,2243.600098,7.27
112,6/14/2010,2243.959961,7.16
113,6/15/2010,2305.879883,7.03
114,6/16/2010,2305.929932,6.97
115,6/17/2010,2307.159912,6.91
116,6/18/2010,2309.800049,6.82
117,6/21/2010,2289.090088,6.68
118,6/22/2010,2261.800049,6.75
119,6/23/2010,2254.22998,6.82
120,6/24/2010,2217.419922,6.89
121,6/25/2010,2223.47998,6.9
122,6/28/2010,2220.649902,6.93
123,6/29/2010,2135.179932,7.06
124,6/30/2010,2109.23999,7.13
125,7/1/2010,2101.360107,7.17
126,7/2/2010,2091.790039,7.13
127,7/6/2010,2093.879883,7.14
128,7/7/2010,2159.469971,7.1
129,7/8/2010,2175.399902,6.98
130,7/9/2010,2196.449951,6.88
131,7/12/2010,2198.360107,6.85
132,7/13/2010,2242.030029,6.7
133,7/14/2010,2249.840088,6.68
134,7/15/2010,2249.080078,6.73
135,7/16/2010,2179.050049,6.77
136,7/19/2010,2198.22998,6.77
137,7/20/2010,2222.48999,6.79
138,7/21/2010,2187.330078,6.75
139,7/22/2010,2245.889893,6.67
140,7/23/2010,2269.469971,6.59
141,7/26/2010,2296.429932,6.54
142,7/27/2010,2288.25,6.43
143,7/28/2010,2264.560059,6.47
144,7/29/2010,2251.689941,6.48
145,7/30/2010,2254.699951,6.57
146,8/2/2010,2295.360107,6.54
147,8/3/2010,2283.52002,6.55
148,8/4/2010,2303.570068,6.49
149,8/5/2010,2293.060059,6.51
150,8/6/2010,2288.469971,6.57
151,8/9/2010,2305.689941,6.54
152,8/10/2010,2277.169922,6.6
153,8/11/2010,2208.629883,6.78
154,8/12/2010,2190.27002,6.83
155,8/13/2010,2173.47998,6.87
156,8/16/2010,2181.870117,6.91
157,8/17/2010,2209.439941,6.82
158,8/18/2010,2215.699951,6.78
159,8/19/2010,2178.949951,6.82
160,8/20/2010,2179.76001,6.8
161,8/23/2010,2159.629883,6.82
162,8/24/2010,2123.76001,6.93
163,8/25/2010,2141.540039,6.92
164,8/26/2010,2118.689941,6.93
165,8/27/2010,2153.629883,6.81
166,8/30/2010,2119.969971,6.89
167,8/31/2010,2114.030029,6.92
168,9/1/2010,2176.840088,6.8
169,9/2/2010,2200.01001,6.72
170,9/3/2010,2233.75,6.62
171,9/7/2010,2208.889893,6.68
172,9/8/2010,2228.870117,6.59
173,9/9/2010,2236.199951,6.47
174,9/10/2010,2242.47998,6.37
175,9/13/2010,2285.709961,6.36
176,9/14/2010,2289.77002,6.36
177,9/15/2010,2301.320068,6.31
178,9/16/2010,2303.25,6.25
179,9/17/2010,2315.610107,6.24
180,9/20/2010,2355.830078,6.25
181,9/21/2010,2349.350098,6.32
182,9/22/2010,2334.550049,6.35
183,9/23/2010,2327.080078,6.37
184,9/24/2010,2381.219971,6.32
185,9/27/2010,2369.77002,6.36
186,9/28/2010,2379.590088,6.36
187,9/29/2010,2376.560059,6.29
188,9/30/2010,2368.620117,6.26
189,10/1/2010,2370.75,6.22
190,10/4/2010,2344.52002,6.23
191,10/5/2010,2399.830078,6.18
192,10/6/2010,2380.659912,6.15
193,10/7/2010,2383.669922,6.13
194,10/8/2010,2401.909912,6.12
195,10/11/2010,2402.330078,6.11
196,10/12/2010,2417.919922,6.08
197,10/13/2010,2441.22998,6.02
198,10/14/2010,2435.379883,5.97
199,10/15/2010,2468.77002,5.95
200,10/18/2010,2480.659912,6.02
201,10/19/2010,2436.949951,6.04
202,10/20/2010,2457.389893,6.06
203,10/21/2010,2459.669922,6
204,10/22/2010,2479.389893,5.96
205,10/25/2010,2490.850098,5.9
206,10/26/2010,2497.290039,5.79
207,10/27/2010,2503.26001,5.73
208,10/28/2010,2507.370117,5.77
209,10/29/2010,2507.409912,5.82
210,11/1/2010,2504.840088,5.96
211,11/2/2010,2533.52002,5.94
212,11/3/2010,2540.27002,5.92
213,11/4/2010,2577.340088,5.89
214,11/5/2010,2578.97998,5.79
215,11/8/2010,2580.050049,5.76
216,11/9/2010,2562.97998,5.64
217,11/10/2010,2578.780029,5.75
218,11/11/2010,2555.52002,5.75
219,11/12/2010,2518.209961,5.75
220,11/15/2010,2513.820068,5.67
221,11/16/2010,2469.840088,5.89
222,11/17/2010,2476.01001,5.89
223,11/18/2010,2514.399902,5.8
224,11/19/2010,2518.120117,5.81
225,11/22/2010,2532.02002,5.9
226,11/23/2010,2494.949951,6.04
227,11/24/2010,2543.120117,5.93
228,11/26/2010,2534.560059,5.94
229,11/29/2010,2525.219971,6.03
230,11/30/2010,2498.22998,6.22
231,12/1/2010,2549.429932,6.02
232,12/2/2010,2579.350098,5.93
233,12/3/2010,2591.459961,5.92
234,12/6/2010,2594.919922,5.95
235,12/7/2010,2598.48999,5.69
236,12/8/2010,2609.159912,5.62
237,12/9/2010,2616.669922,5.6
238,12/10/2010,2637.540039,5.54
239,12/13/2010,2624.909912,5.58
240,12/14/2010,2627.719971,5.42
241,12/15/2010,2617.219971,5.4
242,12/16/2010,2637.310059,5.45
243,12/17/2010,2642.969971,5.54
244,12/20/2010,2649.560059,5.52
245,12/21/2010,2667.610107,5.5
246,12/22/2010,2671.47998,5.45
247,12/23/2010,2665.600098,5.37
248,12/27/2010,2667.27002,5.4
249,12/28/2010,2662.879883,5.28
250,12/29/2010,2666.929932,5.4
251,12/30/2010,2662.97998,5.32
252,12/31/2010,2652.870117,5.41
253,1/3/2011,2691.52002,5.32
254,1/4/2011,2681.25,5.27
255,1/5/2011,2702.199951,5.11
256,1/6/2011,2709.889893,5.13
257,1/7/2011,2703.169922,5.23
258,1/10/2011,2707.800049,5.28
259,1/11/2011,2716.830078,5.22
260,1/12/2011,2737.330078,5.17
261,1/13/2011,2735.290039,5.18
262,1/14/2011,2755.300049,5.12
263,1/18/2011,2765.850098,5.1
264,1/19/2011,2725.360107,5.11
265,1/20/2011,2704.290039,5.03
266,1/21/2011,2689.540039,5.05
267,1/24/2011,2717.550049,5.03
268,1/25/2011,2719.25,5.06
269,1/26/2011,2739.5,4.98
270,1/27/2011,2755.280029,4.99
271,1/28/2011,2686.889893,5.03
272,1/31/2011,2700.080078,5.08
273,2/1/2011,2751.189941,4.99
274,2/2/2011,2749.560059,4.89
275,2/3/2011,2753.879883,4.83
276,2/4/2011,2769.300049,4.68
277,2/7/2011,2783.98999,4.64
278,2/8/2011,2797.050049,4.53
279,2/9/2011,2789.070068,4.6
280,2/10/2011,2790.449951,4.55
281,2/11/2011,2809.439941,4.59
282,2/14/2011,2817.179932,4.58
283,2/15/2011,2804.350098,4.57
284,2/16/2011,2825.560059,4.54
285,2/17/2011,2831.580078,4.56
286,2/18/2011,2833.949951,4.53
287,2/22/2011,2756.419922,4.66
288,2/23/2011,2722.98999,4.66
289,2/24/2011,2737.899902,4.73
290,2/25/2011,2781.050049,4.72
291,2/28/2011,2782.27002,4.78
292,3/1/2011,2737.409912,4.76
293,3/2/2011,2748.070068,4.72
294,3/3/2011,2798.73999,4.6
295,3/4/2011,2784.669922,4.69
296,3/7/2011,2745.629883,4.69
297,3/8/2011,2765.77002,4.64
298,3/9/2011,2751.719971,4.71
299,3/10/2011,2701.02002,4.85
300,3/11/2011,2715.610107,4.88
301,3/14/2011,2700.969971,4.93
302,3/15/2011,2667.330078,5.09
303,3/16/2011,2616.820068,5.16
304,3/17/2011,2636.050049,5.1
305,3/18/2011,2643.669922,5.02
306,3/21/2011,2692.090088,4.93
307,3/22/2011,2683.870117,4.91
308,3/23/2011,2698.300049,4.91
309,3/24/2011,2736.419922,4.84
310,3/25/2011,2743.060059,4.79
311,3/28/2011,2730.679932,4.76
312,3/29/2011,2756.889893,4.73
313,3/30/2011,2776.790039,4.76
314,3/31/2011,2781.070068,4.77
315,4/1/2011,2789.600098,4.72
316,4/4/2011,2789.189941,4.72
317,4/5/2011,2791.189941,4.65
318,4/6/2011,2799.820068,4.57
319,4/7/2011,2796.139893,4.56
320,4/8/2011,2780.419922,4.53
321,4/11/2011,2771.51001,4.53
322,4/12/2011,2744.790039,4.63
323,4/13/2011,2761.52002,4.65
324,4/14/2011,2760.219971,4.6
325,4/15/2011,2764.649902,4.68
326,4/18/2011,2735.379883,4.74
327,4/19/2011,2744.969971,4.75
328,4/20/2011,2802.51001,4.66
329,4/21/2011,2820.159912,4.65
330,4/25/2011,2825.879883,4.69
331,4/26/2011,2847.540039,4.71
332,4/27/2011,2869.879883,4.67
333,4/28/2011,2872.530029,4.73
334,4/29/2011,2873.540039,4.71
335,5/2/2011,2864.080078,4.74
336,5/3/2011,2841.620117,4.76
337,5/4/2011,2828.22998,4.76
338,5/5/2011,2814.719971,4.8
339,5/6/2011,2827.560059,4.81
340,5/9/2011,2843.25,4.82
341,5/10/2011,2871.889893,4.76
342,5/11/2011,2845.060059,4.79
343,5/12/2011,2863.040039,4.77
344,5/13/2011,2828.469971,4.8
345,5/16/2011,2782.310059,4.79
346,5/17/2011,2783.209961,4.82
347,5/18/2011,2815,4.79
348,5/19/2011,2823.310059,4.8
349,5/20/2011,2803.320068,4.82
350,5/23/2011,2758.899902,4.87
351,5/24/2011,2746.159912,4.89
352,5/25/2011,2761.379883,4.92
353,5/26/2011,2782.919922,5.01
354,5/27/2011,2796.860107,5.01
355,5/31/2011,2835.300049,5.09
356,6/1/2011,2769.189941,5.15
357,6/2/2011,2773.310059,5.15
358,6/3/2011,2732.780029,5.24
359,6/6/2011,2702.560059,5.25
360,6/7/2011,2701.560059,5.28
361,6/8/2011,2675.379883,5.38
362,6/9/2011,2684.870117,5.38
363,6/10/2011,2643.72998,5.43
364,6/13/2011,2639.689941,5.47
365,6/14/2011,2678.719971,5.37
366,6/15/2011,2631.459961,5.52
367,6/16/2011,2623.699951,5.65
368,6/17/2011,2616.47998,5.64
369,6/20/2011,2629.659912,5.67
370,6/21/2011,2687.26001,5.65
371,6/22/2011,2669.189941,5.62
372,6/23/2011,2686.75,5.75
373,6/24/2011,2652.889893,5.8
374,6/27/2011,2688.280029,5.78
375,6/28/2011,2729.310059,5.65
376,6/29/2011,2740.48999,5.53
377,6/30/2011,2773.52002,5.42
378,7/1/2011,2816.030029,5.34
379,7/5/2011,2825.77002,5.37
380,7/6/2011,2834.02002,5.41
381,7/7/2011,2872.659912,5.27
382,7/8/2011,2859.810059,5.39
383,7/11/2011,2802.620117,5.56
384,7/12/2011,2781.909912,5.6
385,7/13/2011,2796.919922,5.57
386,7/14/2011,2762.669922,5.49
387,7/15/2011,2789.800049,5.51
388,7/18/2011,2765.110107,5.54
389,7/19/2011,2826.52002,5.54
390,7/20/2011,2814.22998,5.46
391,7/21/2011,2834.429932,5.36
392,7/22/2011,2858.830078,5.35
393,7/25/2011,2842.800049,5.33
394,7/26/2011,2839.959961,5.35
395,7/27/2011,2764.790039,5.32
396,7/28/2011,2766.25,5.37
397,7/29/2011,2756.379883,5.51
398,8/1/2011,2744.610107,5.63
399,8/2/2011,2669.23999,5.8
400,8/3/2011,2693.070068,5.87
401,8/4/2011,2556.389893,6.16
402,8/5/2011,2532.409912,6.24
403,8/8/2011,2357.689941,6.84
404,8/9/2011,2482.52002,7.19
405,8/10/2011,2381.050049,7.3
406,8/11/2011,2492.679932,7.39
407,8/12/2011,2507.97998,7.3
408,8/15/2011,2555.199951,7.1
409,8/16/2011,2523.449951,7.11
410,8/17/2011,2511.47998,7.08
411,8/18/2011,2380.429932,7.23
412,8/19/2011,2341.840088,7.3
413,8/22/2011,2345.379883,7.32
414,8/23/2011,2446.060059,7.46
415,8/24/2011,2467.689941,7.45
416,8/25/2011,2419.629883,7.43
417,8/26/2011,2479.850098,7.5
418,8/29/2011,2562.110107,7.39
419,8/30/2011,2576.110107,7.39
420,8/31/2011,2579.459961,7.3
421,9/1/2011,2546.040039,7.26
422,9/2/2011,2480.330078,7.33
423,9/6/2011,2473.830078,7.54
424,9/7/2011,2548.939941,7.41
425,9/8/2011,2529.139893,7.42
426,9/9/2011,2467.98999,7.51
427,9/12/2011,2495.090088,7.64
428,9/13/2011,2532.149902,7.62
429,9/14/2011,2572.550049,7.55
430,9/15/2011,2607.070068,7.49
431,9/16/2011,2622.310059,7.46
432,9/19/2011,2612.830078,7.61
433,9/20/2011,2590.23999,7.59
434,9/21/2011,2538.189941,7.61
435,9/22/2011,2455.669922,7.95
436,9/23/2011,2483.22998,8.01
437,9/26/2011,2516.689941,8
438,9/27/2011,2546.830078,7.92
439,9/28/2011,2491.580078,8.03
440,9/29/2011,2480.76001,8.16
441,9/30/2011,2415.399902,8.41
442,10/3/2011,2335.830078,8.72
443,10/4/2011,2404.820068,9.1
444,10/5/2011,2460.51001,8.98
445,10/6/2011,2506.820068,8.72
446,10/7/2011,2479.350098,8.55
447,10/10/2011,2566.050049,8.56
448,10/11/2011,2583.030029,8.34
449,10/12/2011,2604.72998,8.07
450,10/13/2011,2620.23999,8.05
451,10/14/2011,2667.850098,7.89
452,10/17/2011,2614.919922,7.88
453,10/18/2011,2657.429932,7.87
454,10/19/2011,2604.040039,7.7
455,10/20/2011,2598.620117,7.64
456,10/21/2011,2637.459961,7.46
457,10/24/2011,2699.439941,7.31
458,10/25/2011,2638.419922,7.29
459,10/26/2011,2650.669922,7.2
460,10/27/2011,2738.629883,6.83
461,10/28/2011,2737.149902,6.85
462,10/31/2011,2684.409912,7.07
463,11/1/2011,2606.959961,7.42
464,11/2/2011,2639.97998,7.35
465,11/3/2011,2697.969971,7.25
466,11/4/2011,2686.149902,7.26
467,11/7/2011,2695.25,7.29
468,11/8/2011,2727.48999,7.23
469,11/9/2011,2621.649902,7.48
470,11/10/2011,2625.149902,7.46
471,11/11/2011,2678.75,7.46
472,11/14/2011,2657.219971,7.44
473,11/15/2011,2686.199951,7.49
474,11/16/2011,2639.610107,7.54
475,11/17/2011,2587.98999,7.62
476,11/18/2011,2572.5,7.61
477,11/21/2011,2523.139893,7.79
478,11/22/2011,2521.280029,7.9
479,11/23/2011,2460.080078,8.03
480,11/25/2011,2441.51001,8
481,11/28/2011,2527.340088,7.95
482,11/29/2011,2515.51001,7.95
483,11/30/2011,2620.340088,7.79
484,12/1/2011,2626.199951,7.69
485,12/2/2011,2626.929932,7.65
486,12/5/2011,2655.76001,7.56
487,12/6/2011,2649.560059,7.5
488,12/7/2011,2649.209961,7.54
489,12/8/2011,2596.379883,7.56
490,12/9/2011,2646.850098,7.53
491,12/12/2011,2612.26001,7.6
492,12/13/2011,2579.27002,7.6
493,12/14/2011,2539.310059,7.63
494,12/15/2011,2541.01001,7.62
495,12/16/2011,2555.330078,7.65
496,12/19/2011,2523.139893,7.65
497,12/20/2011,2603.72998,7.54
498,12/21/2011,2577.969971,7.49
499,12/22/2011,2599.449951,7.45
500,12/23/2011,2618.639893,7.37
501,12/27/2011,2625.199951,7.37
502,12/28/2011,2589.97998,7.4
503,12/29/2011,2613.73999,7.36
504,12/30/2011,2605.149902,7.38
505,1/3/2012,2648.719971,7.06
506,1/4/2012,2648.360107,7
507,1/5/2012,2669.860107,7
508,1/6/2012,2674.219971,7
509,1/9/2012,2676.560059,6.99
510,1/10/2012,2702.5,6.92
511,1/11/2012,2710.76001,6.98
512,1/12/2012,2724.699951,6.93
513,1/13/2012,2710.669922,7.02
514,1/17/2012,2728.080078,6.99
515,1/18/2012,2769.709961,6.93
516,1/19/2012,2788.330078,6.77
517,1/20/2012,2786.699951,6.69
518,1/23/2012,2784.169922,6.62
519,1/24/2012,2786.639893,6.62
520,1/25/2012,2818.310059,6.63
521,1/26/2012,2805.280029,6.58
522,1/27/2012,2816.550049,6.57
523,1/30/2012,2811.939941,6.65
524,1/31/2012,2813.840088,6.61
525,2/1/2012,2848.27002,6.54
526,2/2/2012,2859.679932,6.55
527,2/3/2012,2905.659912,6.42
528,2/6/2012,2901.98999,6.44
529,2/7/2012,2904.080078,6.36
530,2/8/2012,2915.860107,6.29
531,2/9/2012,2927.22998,6.26
532,2/10/2012,2903.879883,6.35
533,2/13/2012,2931.389893,6.27
534,2/14/2012,2931.830078,6.27
535,2/15/2012,2915.830078,6.27
536,2/16/2012,2959.850098,6.26
537,2/17/2012,2951.780029,6.2
538,2/21/2012,2948.570068,6.14
539,2/22/2012,2933.169922,6.15
540,2/23/2012,2956.97998,6.11
541,2/24/2012,2963.75,6.01
542,2/27/2012,2966.159912,6.05
543,2/28/2012,2986.76001,6.01
544,2/29/2012,2966.889893,5.98
545,3/1/2012,2988.969971,5.94
546,3/2/2012,2976.189941,5.97
547,3/5/2012,2950.47998,6.01
548,3/6/2012,2910.320068,6.25
549,3/7/2012,2935.689941,6.18
550,3/8/2012,2970.419922,6.11
551,3/9/2012,2988.340088,6.09
552,3/12/2012,2983.659912,6.06
553,3/13/2012,3039.879883,5.97
554,3/14/2012,3040.72998,5.83
555,3/15/2012,3056.370117,5.87
556,3/16/2012,3055.26001,5.86
557,3/19/2012,3078.320068,5.79
558,3/20/2012,3074.149902,5.8
559,3/21/2012,3075.320068,5.85
560,3/22/2012,3063.320068,5.91
561,3/23/2012,3067.919922,5.93
562,3/26/2012,3122.570068,5.91
563,3/27/2012,3120.350098,5.93
564,3/28/2012,3104.959961,5.93
565,3/29/2012,3095.360107,6.02
566,3/30/2012,3091.570068,5.95
567,4/2/2012,3119.699951,5.99
568,4/3/2012,3113.570068,5.91
569,4/4/2012,3068.090088,5.99
570,4/5/2012,3080.5,6.05
571,4/9/2012,3047.080078,6.24
572,4/10/2012,2991.219971,6.32
573,4/11/2012,3016.459961,6.3
574,4/12/2012,3055.550049,6.24
575,4/13/2012,3011.330078,6.26
576,4/16/2012,2988.399902,6.23
577,4/17/2012,3042.820068,6.16
578,4/18/2012,3031.449951,6.16
579,4/19/2012,3007.560059,6.17
580,4/20/2012,3000.449951,6.14
581,4/23/2012,2970.449951,6.2
582,4/24/2012,2961.600098,6.14
583,4/25/2012,3029.629883,6.05
584,4/26/2012,3050.610107,6.06
585,4/27/2012,3069.199951,6.02
586,4/30/2012,3046.360107,6.04
587,5/1/2012,3050.439941,5.96
588,5/2/2012,3059.850098,5.96
589,5/3/2012,3024.300049,5.92
590,5/4/2012,2956.340088,5.94
591,5/7/2012,2957.76001,5.95
592,5/8/2012,2946.27002,6
593,5/9/2012,2934.709961,6.04
594,5/10/2012,2933.639893,6
595,5/11/2012,2933.820068,6.02
596,5/14/2012,2902.580078,6.11
597,5/15/2012,2893.76001,6.15
598,5/16/2012,2874.040039,6.22
599,5/17/2012,2813.689941,6.44
600,5/18/2012,2778.790039,6.52
601,5/21/2012,2847.209961,6.63
602,5/22/2012,2839.080078,6.55
603,5/23/2012,2850.120117,6.66
604,5/24/2012,2839.379883,6.62
605,5/25/2012,2837.530029,6.63
606,5/29/2012,2870.98999,6.59
607,5/30/2012,2837.360107,6.71
608,5/31/2012,2827.340088,6.96
609,6/1/2012,2747.47998,7.16
610,6/4/2012,2760.01001,7.17
611,6/5/2012,2778.110107,7.23
612,6/6/2012,2844.719971,7.06
613,6/7/2012,2831.02002,6.95
614,6/8/2012,2858.419922,6.95
615,6/11/2012,2809.72998,6.9
616,6/12/2012,2843.070068,6.9
617,6/13/2012,2818.610107,6.91
618,6/14/2012,2836.330078,6.85
619,6/15/2012,2872.800049,6.84
620,6/18/2012,2895.330078,6.81
621,6/19/2012,2929.76001,6.65
622,6/20/2012,2930.449951,6.54
623,6/21/2012,2859.090088,6.52
624,6/22/2012,2892.419922,6.52
625,6/25/2012,2836.159912,6.6
626,6/26/2012,2854.060059,6.57
627,6/27/2012,2875.320068,6.52
628,6/28/2012,2849.48999,6.52
629,6/29/2012,2935.050049,6.36
630,7/2/2012,2951.22998,6.45
631,7/3/2012,2976.080078,6.39
632,7/5/2012,2976.120117,6.4
633,7/6/2012,2937.330078,6.44
634,7/9/2012,2931.77002,6.44
635,7/10/2012,2902.330078,6.4
636,7/11/2012,2887.97998,6.37
637,7/12/2012,2866.189941,6.41
638,7/13/2012,2908.469971,6.41
639,7/16/2012,2896.939941,6.39
640,7/17/2012,2910.040039,6.36
641,7/18/2012,2942.600098,6.33
642,7/19/2012,2965.899902,6.25
643,7/20/2012,2925.300049,6.28
644,7/23/2012,2890.149902,6.38
645,7/24/2012,2862.98999,6.4
646,7/25/2012,2854.23999,6.4
647,7/26/2012,2893.25,6.35
648,7/27/2012,2958.090088,6.22
649,7/30/2012,2945.840088,6.2
650,7/31/2012,2939.52002,6.16
651,8/1/2012,2920.209961,6.1
652,8/2/2012,2909.77002,6.13
653,8/3/2012,2967.899902,6.01
654,8/6/2012,2989.909912,6
655,8/7/2012,3015.860107,5.91
656,8/8/2012,3011.25,5.89
657,8/9/2012,3018.639893,5.91
658,8/10/2012,3020.860107,5.98
659,8/13/2012,3022.52002,5.96
660,8/14/2012,3016.97998,5.92
661,8/15/2012,3030.929932,5.88
662,8/16/2012,3062.389893,5.89
663,8/17/2012,3076.590088,5.89
664,8/20/2012,3076.209961,5.86
665,8/21/2012,3067.26001,5.83
666,8/22/2012,3073.669922,5.88
667,8/23/2012,3053.399902,5.89
668,8/24/2012,3069.790039,5.87
669,8/27/2012,3073.189941,5.87
670,8/28/2012,3077.139893,5.88
671,8/29/2012,3081.189941,5.84
672,8/30/2012,3048.709961,5.86
673,8/31/2012,3066.959961,5.98
674,9/4/2012,3075.060059,5.94
675,9/5/2012,3069.27002,5.91
676,9/6/2012,3135.810059,5.8
677,9/7/2012,3136.419922,5.74
678,9/10/2012,3104.02002,5.68
679,9/11/2012,3104.530029,5.64
680,9/12/2012,3114.310059,5.51
681,9/13/2012,3155.830078,5.5
682,9/14/2012,3183.949951,5.3
683,9/17/2012,3178.669922,5.32
684,9/18/2012,3177.800049,5.33
685,9/19/2012,3182.620117,5.34
686,9/20/2012,3175.959961,5.38
687,9/21/2012,3179.959961,5.42
688,9/24/2012,3160.780029,5.5
689,9/25/2012,3117.72998,5.56
690,9/26/2012,3093.699951,5.8
691,9/27/2012,3136.600098,5.73
692,9/28/2012,3116.22998,5.72
693,10/1/2012,3113.530029,5.71
694,10/2/2012,3120.040039,5.72
695,10/3/2012,3135.22998,5.68
696,10/4/2012,3149.459961,5.62
697,10/5/2012,3136.189941,5.55
698,10/8/2012,3112.350098,5.54
699,10/9/2012,3065.02002,5.56
700,10/10/2012,3051.780029,5.61
701,10/11/2012,3049.409912,5.57
702,10/12/2012,3044.110107,5.56
703,10/15/2012,3064.179932,5.48
704,10/16/2012,3101.169922,5.4
705,10/17/2012,3104.120117,5.27
706,10/18/2012,3072.870117,5.24
707,10/19/2012,3005.620117,5.31
708,10/22/2012,3016.959961,5.28
709,10/23/2012,2990.459961,5.41
710,10/24/2012,2981.699951,5.39
711,10/25/2012,2986.120117,5.33
712,10/26/2012,2987.949951,5.41
713,10/31/2012,2977.22998,5.63
714,11/1/2012,3020.060059,5.57
715,11/2/2012,2982.129883,5.54
716,11/5/2012,2999.659912,5.57
717,11/6/2012,3011.929932,5.49
718,11/7/2012,2937.290039,5.63
719,11/8/2012,2895.580078,5.67
720,11/9/2012,2904.870117,5.77
721,11/12/2012,2904.25,5.77
722,11/13/2012,2883.889893,5.82
723,11/14/2012,2846.810059,5.84
724,11/15/2012,2836.939941,5.94
725,11/16/2012,2853.129883,5.98
726,11/19/2012,2916.070068,5.85
727,11/20/2012,2916.679932,5.79
728,11/21/2012,2926.550049,5.72
729,11/23/2012,2966.850098,5.71
730,11/26/2012,2976.780029,5.68
731,11/27/2012,2967.790039,5.65
732,11/28/2012,2991.780029,5.66
733,11/29/2012,3012.030029,5.58
734,11/30/2012,3010.23999,5.65
735,12/3/2012,3002.199951,5.6
736,12/4/2012,2996.689941,5.58
737,12/5/2012,2973.699951,5.51
738,12/6/2012,2989.27002,5.48
739,12/7/2012,2978.040039,5.42
740,12/10/2012,2986.959961,5.41
741,12/11/2012,3022.300049,5.35
742,12/12/2012,3013.810059,5.29
743,12/13/2012,2992.159912,5.27
744,12/14/2012,2971.330078,5.28
745,12/17/2012,3010.600098,5.31
746,12/18/2012,3054.530029,5.19
747,12/19/2012,3044.360107,5.19
748,12/20/2012,3050.389893,5.19
749,12/21/2012,3021.01001,5.26
750,12/24/2012,3012.600098,5.24
751,12/26/2012,2990.159912,5.24
752,12/27/2012,2985.909912,5.28
753,12/28/2012,2960.310059,5.3
754,12/31/2012,3019.51001,5.34
755,1/2/2013,3112.26001,5.16
756,1/3/2013,3100.570068,5.06
757,1/4/2013,3101.659912,5.04
758,1/7/2013,3098.810059,5.02
759,1/8/2013,3091.810059,5.02
760,1/9/2013,3105.810059,4.99
761,1/10/2013,3121.76001,4.94
762,1/11/2013,3125.629883,4.93
763,1/14/2013,3117.5,4.91
764,1/15/2013,3110.780029,4.96
765,1/16/2013,3117.540039,4.95
766,1/17/2013,3136,4.88
767,1/18/2013,3134.709961,4.89
768,1/22/2013,3143.179932,4.88
769,1/23/2013,3153.669922,4.85
770,1/24/2013,3130.379883,4.82
771,1/25/2013,3149.709961,4.73
772,1/28/2013,3154.300049,4.72
773,1/29/2013,3153.659912,4.78
774,1/30/2013,3142.310059,4.84
775,1/31/2013,3142.129883,4.95
776,2/1/2013,3179.100098,4.94
777,2/4/2013,3131.169922,5.01
778,2/5/2013,3171.580078,5.01
779,2/6/2013,3168.47998,5.04
780,2/7/2013,3165.129883,5.08
781,2/8/2013,3193.870117,5.08
782,2/11/2013,3192,5.06
783,2/12/2013,3186.48999,5.04
784,2/13/2013,3196.879883,4.97
785,2/14/2013,3198.659912,4.97
786,2/15/2013,3192.030029,4.96
787,2/19/2013,3213.590088,4.92
788,2/20/2013,3164.409912,4.92
789,2/21/2013,3131.48999,4.99
790,2/22/2013,3161.820068,4.97
791,2/25/2013,3116.25,4.97
792,2/26/2013,3129.649902,5.02
793,2/27/2013,3162.26001,4.98
794,2/28/2013,3160.189941,4.98
795,3/1/2013,3169.73999,5
796,3/4/2013,3182.030029,4.98
797,3/5/2013,3224.129883,4.92
798,3/6/2013,3222.370117,4.88
799,3/7/2013,3232.090088,4.81
800,3/8/2013,3244.370117,4.76
801,3/11/2013,3252.870117,4.75
802,3/12/2013,3242.320068,4.76
803,3/13/2013,3245.120117,4.75
804,3/14/2013,3258.929932,4.71
805,3/15/2013,3249.070068,4.72
806,3/18/2013,3237.590088,4.77
807,3/19/2013,3229.100098,4.78
808,3/20/2013,3254.189941,4.76
809,3/21/2013,3222.600098,4.76
810,3/22/2013,3245,4.78
811,3/25/2013,3235.300049,4.75
812,3/26/2013,3252.47998,4.78
813,3/27/2013,3256.52002,4.81
