I,date,IXIC.Close,BAM
814,3/28/2013,3267.52002,4.8
815,4/1/2013,3239.169922,4.87
816,4/2/2013,3254.860107,4.84
817,4/3/2013,3218.600098,4.87
818,4/4/2013,3224.97998,4.89
819,4/5/2013,3203.860107,4.95
820,4/8/2013,3222.25,4.9
821,4/9/2013,3237.860107,4.87
822,4/10/2013,3297.25,4.78
823,4/11/2013,3300.159912,4.73
824,4/12/2013,3294.949951,4.75
825,4/15/2013,3216.48999,4.79
826,4/16/2013,3264.629883,4.78
827,4/17/2013,3204.669922,4.8
828,4/18/2013,3166.360107,4.8
829,4/19/2013,3206.060059,4.78
830,4/22/2013,3233.550049,4.75
831,4/23/2013,3269.330078,4.71
832,4/24/2013,3269.649902,4.66
833,4/25/2013,3289.98999,4.61
834,4/26/2013,3279.26001,4.6
835,4/29/2013,3307.02002,4.53
836,4/30/2013,3328.790039,4.55
837,5/1/2013,3299.129883,4.5
838,5/2/2013,3340.620117,4.45
839,5/3/2013,3378.629883,4.33
840,5/6/2013,3392.969971,4.3
841,5/7/2013,3396.629883,4.24
842,5/8/2013,3413.27002,4.24
843,5/9/2013,3409.169922,4.23
